Code,CDISC_Submission_Value,Codelist_Name,Codelist_Extensible,Assigned_Category,Confidence,Note
C117990,ESRSA1TN,Extrapyramidal Symptom Rating Scale-Abbreviated Clinical Classification Test Name,No,INSTRUMENT_TC_TN,HIGH,
C100154,FPSR1TC,Faces Pain Scale - Revised Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C100153,FPSR1TN,Faces Pain Scale - Revised Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C208372,FTCD01TC,Fagerstrom Test for Cigarette Dependence Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C208371,FTCD01TN,Fagerstrom Test for Cigarette Dependence Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C193276,FES01TC,Falls Efficacy Scale Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C193275,FES01TN,Falls Efficacy Scale Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C113850,FSS01TC,Fatigue Severity Scale Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C113849,FSS01TN,Fatigue Severity Scale Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C160926,FDATSRS,FDA Technical Specification Response,Yes,RESULT_VALUE_SET,MEDIUM,Extensible result value set — open-ended response taxonomy
C101832,FATESTCD,Findings About Test Code,Yes,MEASUREMENT_TEST_CODE,HIGH,
C101833,FATEST,Findings About Test Name,Yes,MEASUREMENT_TEST_CODE,HIGH,
C76351,SKINCLAS,Fitzpatrick Skin Classification Response,Yes,RESULT_VALUE_SET,MEDIUM,Extensible result value set — open-ended response taxonomy
C124670,FCVD1TC,Framingham Heart Study Cardiovascular Disease 10-Year Risk Score Clinical Classification Test Code,No,INSTRUMENT_TC_TN,HIGH,
C124669,FCVD1TN,Framingham Heart Study Cardiovascular Disease 10-Year Risk Score Clinical Classification Test Name,No,INSTRUMENT_TC_TN,HIGH,
C71113,FREQ,Frequency,Yes,ADMINISTRATION_LOGISTICS,HIGH,
C111344,FAQ01TC,Functional Activities Questionnaire Clinical Classification Test Code,No,INSTRUMENT_TC_TN,HIGH,
C111343,FAQ01TN,Functional Activities Questionnaire Clinical Classification Test Name,No,INSTRUMENT_TC_TN,HIGH,
C179938,FAC065TC,Functional Assessment of Anorexia/Cachexia Treatment Version 4 Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C179937,FAC065TN,Functional Assessment of Anorexia/Cachexia Treatment Version 4 Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C150778,FAC062TC,Functional Assessment of Cancer Therapy-Biologic Response Modifiers Version 4 Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C150777,FAC062TN,Functional Assessment of Cancer Therapy-Biologic Response Modifiers Version 4 Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C154453,FAC006TC,Functional Assessment of Cancer Therapy-Bladder Version 4 Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C154452,FAC006TN,Functional Assessment of Cancer Therapy-Bladder Version 4 Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C147540,FAC061TC,Functional Assessment of Cancer Therapy-Bone Marrow Transplant Version 4 Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C147539,FAC061TN,Functional Assessment of Cancer Therapy-Bone Marrow Transplant Version 4 Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C179940,FAC074TC,Functional Assessment of Cancer Therapy-Bone Pain Version 4 Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C179939,FAC074TN,Functional Assessment of Cancer Therapy-Bone Pain Version 4 Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C138221,FAC029TC,Functional Assessment of Cancer Therapy-Brain Symptom Index Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C138220,FAC029TN,Functional Assessment of Cancer Therapy-Brain Symptom Index Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C129094,FAC005TC,Functional Assessment of Cancer Therapy-Breast Version 4 Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C129093,FAC005TN,Functional Assessment of Cancer Therapy-Breast Version 4 Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C166184,FAC075TC,Functional Assessment of Cancer Therapy-Cognitive Function Version 3 Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C166183,FAC075TN,Functional Assessment of Cancer Therapy-Cognitive Function Version 3 Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C150774,FAC008TC,Functional Assessment of Cancer Therapy-Colorectal Version 4 Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C150773,FAC008TN,Functional Assessment of Cancer Therapy-Colorectal Version 4 Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C130255,FAC015TC,Functional Assessment of Cancer Therapy-Hepatobiliary Version 4 Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C130254,FAC015TN,Functional Assessment of Cancer Therapy-Hepatobiliary Version 4 Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C138223,FAC039TC,Functional Assessment of Cancer Therapy-Kidney Symptom Index-15 Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C138222,FAC039TN,Functional Assessment of Cancer Therapy-Kidney Symptom Index-15 Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C150784,FAC041TC,Functional Assessment of Cancer Therapy-Kidney Symptom Index-Disease-Related Symptoms Version 4 Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C150783,FAC041TN,Functional Assessment of Cancer Therapy-Kidney Symptom Index-Disease-Related Symptoms Version 4 Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C130253,FAC017TC,Functional Assessment of Cancer Therapy-Leukemia Version 4 Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C130252,FAC017TN,Functional Assessment of Cancer Therapy-Leukemia Version 4 Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C138225,FAC043TC,Functional Assessment of Cancer Therapy-Lung Symptom Index Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C138224,FAC043TN,Functional Assessment of Cancer Therapy-Lung Symptom Index Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C150782,FAC016TC,Functional Assessment of Cancer Therapy-Lung Version 4 Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C150781,FAC016TN,Functional Assessment of Cancer Therapy-Lung Version 4 Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C130257,FAC018TC,Functional Assessment of Cancer Therapy-Lymphoma Version 4 Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C130256,FAC018TN,Functional Assessment of Cancer Therapy-Lymphoma Version 4 Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C213932,FAC019TC,Functional Assessment of Cancer Therapy-Melanoma Version 4 Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C213931,FAC019TN,Functional Assessment of Cancer Therapy-Melanoma Version 4 Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C129096,FAC049TC,Functional Assessment of Cancer Therapy-Ovarian Symptom Index Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C129095,FAC049TN,Functional Assessment of Cancer Therapy-Ovarian Symptom Index Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C150776,FAC063TC,Functional Assessment of Cancer Therapy-Taxane Version 4 Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C150775,FAC063TN,Functional Assessment of Cancer Therapy-Taxane Version 4 Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C208370,FAC102TC,Functional Assessment of Cancer Therapy/Gynecologic Oncology Group-Neurotoxicity Subscale Version 4 Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C208369,FAC102TN,Functional Assessment of Cancer Therapy/Gynecologic Oncology Group-Neurotoxicity Subscale Version 4 Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C150780,FAC057TC,Functional Assessment of Cancer Therapy/Gynecologic Oncology Group-Neurotoxicity Version 4 Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C150779,FAC057TN,Functional Assessment of Cancer Therapy/Gynecologic Oncology Group-Neurotoxicity Version 4 Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C147542,FAC084TC,Functional Assessment of Chronic Illness Therapy-Dyspnea 10 Item Short Form Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C147541,FAC084TN,Functional Assessment of Chronic Illness Therapy-Dyspnea 10 Item Short Form Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C154451,FAC100TC,Functional Assessment of Chronic Illness Therapy-Dyspnea Scale 33 Item Bank Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C154450,FAC100TN,Functional Assessment of Chronic Illness Therapy-Dyspnea Scale 33 Item Bank Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C147544,FAC070TC,Functional Assessment of Chronic Illness Therapy-Fatigue 13-Item Scale Version 4 Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C147543,FAC070TN,Functional Assessment of Chronic Illness Therapy-Fatigue 13-Item Scale Version 4 Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C129088,FAC071TC,Functional Assessment of Chronic Illness Therapy-Fatigue Version 4 Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C129087,FAC071TN,Functional Assessment of Chronic Illness Therapy-Fatigue Version 4 Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C199493,FAC101TC,Functional Assessment of Chronic Illness Therapy-Item GP5 Version 4 Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C199492,FAC101TN,Functional Assessment of Chronic Illness Therapy-Item GP5 Version 4 Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C183551,FSILTC,Functional Assessment of Chronic Illness Therapy-Searchable Item Library Adult Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C183550,FSILTN,Functional Assessment of Chronic Illness Therapy-Searchable Item Library Adult Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C200915,FSLPTC,Functional Assessment of Chronic Illness Therapy-Searchable Item Library Pediatric Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C200914,FSLPTN,Functional Assessment of Chronic Illness Therapy-Searchable Item Library Pediatric Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C112441,FAMS01TC,Functional Assessment of Multiple Sclerosis Version 4 Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C112440,FAMS01TN,Functional Assessment of Multiple Sclerosis Version 4 Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C111346,FAQNA1TC,Functional Assessment Questionnaire-NACC UDS V2.0 Clinical Classification Test Code,No,INSTRUMENT_TC_TN,HIGH,
C111345,FAQNA1TN,Functional Assessment Questionnaire-NACC UDS V2.0 Clinical Classification Test Name,No,INSTRUMENT_TC_TN,HIGH,
C170523,FASNA1TC,Functional Assessment Scale-NACC UDS Version 3.0 Clinical Classification Test Code,No,INSTRUMENT_TC_TN,HIGH,
C170522,FASNA1TN,Functional Assessment Scale-NACC UDS Version 3.0 Clinical Classification Test Name,No,INSTRUMENT_TC_TN,HIGH,
C128682,GASTROCD,Gastrointestinal Test Code,Yes,MEASUREMENT_TEST_CODE,HIGH,
C128681,GASTRO,Gastrointestinal Test Name,Yes,MEASUREMENT_TEST_CODE,HIGH,
C209289,GENIDENT,Gender Identity Response,Yes,RESULT_VALUE_SET,MEDIUM,Extensible result value set — open-ended response taxonomy
C105138,GCGI01TC,General Clinical Global Impressions Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C105137,GCGI01TN,General Clinical Global Impressions Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C103467,GAD01TC,Generalized Anxiety Disorder - 7 Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C103466,GAD01TN,Generalized Anxiety Disorder - 7 Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C163389,GAD02TC,Generalized Anxiety Disorder - 7 Version 2 Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C163388,GAD02TN,Generalized Anxiety Disorder - 7 Version 2 Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C111114,GENSMP,Genetic Sample Type,Yes,RESULT_VALUE_SET,MEDIUM,Extensible result value set — open-ended response taxonomy
C181181,GFANMET,Genomic Findings Analytical Method Calculation Formula,Yes,MEASUREMENT_TEST_CODE,HIGH,
C181178,GFTESTCD,Genomic Findings Test Code,Yes,MEASUREMENT_TEST_CODE,HIGH,
C181180,GFTSDTL,Genomic Findings Test Detail,Yes,MEASUREMENT_TEST_CODE,HIGH,
C181179,GFTEST,Genomic Findings Test Name,Yes,MEASUREMENT_TEST_CODE,HIGH,
C181177,INHERTGF,Genomic Inheritability Type Response,Yes,RESULT_VALUE_SET,MEDIUM,Extensible result value set — open-ended response taxonomy
C181176,SYMTYPGF,Genomic Symbol Type Response,Yes,RESULT_VALUE_SET,MEDIUM,Extensible result value set — open-ended response taxonomy
C106663,GDS01TC,Geriatric Depression Scale Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C106662,GDS01TN,Geriatric Depression Scale Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C106665,GDS02TC,Geriatric Depression Scale Short Form Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C106664,GDS02TN,Geriatric Depression Scale Short Form Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C124682,GCS01TC,Glasgow Coma Scale NINDS Version 1.0 Clinical Classification Test Code,No,INSTRUMENT_TC_TN,HIGH,
C124681,GCS01TN,Glasgow Coma Scale NINDS Version 1.0 Clinical Classification Test Name,No,INSTRUMENT_TC_TN,HIGH,
C117737,GRAFTTYP,Graft Type,Yes,RESULT_VALUE_SET,MEDIUM,Extensible result value set — open-ended response taxonomy
C182468,HAMA101T14OR,Hamilton Anxiety Rating Scale Clinical Classification ORRES for HAMA101 Through HAMA114 TN/TC,No,INSTRUMENT_ITEM_RESPONSE,HIGH,
C182506,HAMA101T14STR,Hamilton Anxiety Rating Scale Clinical Classification STRESC for HAMA101 Through HAMA114 TN/TC,No,INSTRUMENT_ITEM_RESPONSE,HIGH,
C101819,HAMA1TC,Hamilton Anxiety Rating Scale Clinical Classification Test Code,No,INSTRUMENT_TC_TN,HIGH,
C101820,HAMA1TN,Hamilton Anxiety Rating Scale Clinical Classification Test Name,No,INSTRUMENT_TC_TN,HIGH,
C100138,HAMD1TC,Hamilton Depression Rating Scale - 17 Item Clinical Classification Test Code,No,INSTRUMENT_TC_TN,HIGH,
C100137,HAMD1TN,Hamilton Depression Rating Scale - 17 Item Clinical Classification Test Name,No,INSTRUMENT_TC_TN,HIGH,
C130245,HAMD3TC,Hamilton Depression Rating Scale - 24 Item Clinical Classification Test Code,No,INSTRUMENT_TC_TN,HIGH,
C130244,HAMD3TN,Hamilton Depression Rating Scale - 24 Item Clinical Classification Test Name,No,INSTRUMENT_TC_TN,HIGH,
C130243,HAMD4TC,Hamilton Depression Rating Scale - 6 Clinician Version Clinical Classification Test Code,No,INSTRUMENT_TC_TN,HIGH,
C130242,HAMD4TN,Hamilton Depression Rating Scale - 6 Clinician Version Clinical Classification Test Name,No,INSTRUMENT_TC_TN,HIGH,
C130259,HAMDS1TC,Hamilton Depression Rating Scale - 6 Self-Report Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C130258,HAMDS1TN,Hamilton Depression Rating Scale - 6 Self-Report Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C101821,HAMD2TC,Hamilton Depression Rating Scale 21-Item Clinical Classification Test Code,No,INSTRUMENT_TC_TN,HIGH,
C101822,HAMD2TN,Hamilton Depression Rating Scale 21-Item Clinical Classification Test Name,No,INSTRUMENT_TC_TN,HIGH,
C190885,HBI0101OR,Harvey-Bradshaw Index Clinical Classification ORRES for HBI0101 TN/TC,No,INSTRUMENT_ITEM_RESPONSE,HIGH,
C190887,HBI0102OR,Harvey-Bradshaw Index Clinical Classification ORRES for HBI0102 TN/TC,No,INSTRUMENT_ITEM_RESPONSE,HIGH,
C190889,HBI0104OR,Harvey-Bradshaw Index Clinical Classification ORRES for HBI0104 TN/TC,No,INSTRUMENT_ITEM_RESPONSE,HIGH,
C190891,HBI0105AT05HOR,Harvey-Bradshaw Index Clinical Classification ORRES for HBI0105A Through HBI0105H TN/TC,No,INSTRUMENT_ITEM_RESPONSE,HIGH,
C190886,HBI0101STR,Harvey-Bradshaw Index Clinical Classification STRESC for HBI0101 TN/TC,No,INSTRUMENT_ITEM_RESPONSE,HIGH,
C190888,HBI0102STR,Harvey-Bradshaw Index Clinical Classification STRESC for HBI0102 TN/TC,No,INSTRUMENT_ITEM_RESPONSE,HIGH,
C190890,HBI0104STR,Harvey-Bradshaw Index Clinical Classification STRESC for HBI0104 TN/TC,No,INSTRUMENT_ITEM_RESPONSE,HIGH,
C190892,HBI0105AT05HSTR,Harvey-Bradshaw Index Clinical Classification STRESC for HBI0105A Through HBI0105H TN/TC,No,INSTRUMENT_ITEM_RESPONSE,HIGH,
C190926,HBI01TC,Harvey-Bradshaw Index Clinical Classification Test Code,No,INSTRUMENT_TC_TN,HIGH,
C190925,HBI01TN,Harvey-Bradshaw Index Clinical Classification Test Name,No,INSTRUMENT_TC_TN,HIGH,
C138213,HSB01TC,HAS-BLED Bleeding Risk Score Clinical Classification Test Code,No,INSTRUMENT_TC_TN,HIGH,
C138212,HSB01TN,HAS-BLED Bleeding Risk Score Clinical Classification Test Name,No,INSTRUMENT_TC_TN,HIGH,
C115390,HAI01TC,Hauser Ambulation Index Functional Test Test Code,No,INSTRUMENT_TC_TN,HIGH,
C115389,HAI01TN,Hauser Ambulation Index Functional Test Test Name,No,INSTRUMENT_TC_TN,HIGH,
C106667,HAQ01TC,Health Assessment Questionnaire Disability Index With Pain Visual Analog Scale Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C106666,HAQ01TN,Health Assessment Questionnaire Disability Index With Pain Visual Analog Scale Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C132523,HAQ02TC,Health Assessment Questionnaire Disability Index Without Pain Visual Analog Scale Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C132522,HAQ02TN,Health Assessment Questionnaire Disability Index Without Pain Visual Analog Scale Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C171444,HODECOD,Health Care Encounters Dictionary Derived Term,Yes,MEASUREMENT_TEST_CODE,HIGH,
C184330,HEGRDMTH,Holter ECG Read Method Response,Yes,MEASUREMENT_TEST_CODE,HIGH,
C120522,HESTRESC,Holter ECG Results,Yes,RESULT_VALUE_SET,MEDIUM,Extensible result value set — open-ended response taxonomy
C120523,HETESTCD,Holter ECG Test Code,Yes,MEASUREMENT_TEST_CODE,HIGH,
C120524,HETEST,Holter ECG Test Name,Yes,MEASUREMENT_TEST_CODE,HIGH,
C103469,HADS01TC,Hospital Anxiety and Depression Scale Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C103468,HADS01TN,Hospital Anxiety and Depression Scale Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C166188,HDCAB1TC,Huntington's Disease Cognitive Assessment Battery Functional Test Test Code,No,INSTRUMENT_TC_TN,HIGH,
C166187,HDCAB1TN,Huntington's Disease Cognitive Assessment Battery Functional Test Test Name,No,INSTRUMENT_TC_TN,HIGH,
C163393,HCS01TC,Hypoglycemic Confidence Scale Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C163392,HCS01TN,Hypoglycemic Confidence Scale Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C120525,ISTESTCD,Immunogenicity Specimen Assessments Test Code,Yes,MEASUREMENT_TEST_CODE,HIGH,
C120526,ISTEST,Immunogenicity Specimen Assessments Test Name,Yes,MEASUREMENT_TEST_CODE,HIGH,
C189267,ISFTSDTL,Immunogenicity Specimen Test Details,Yes,MEASUREMENT_TEST_CODE,HIGH,
C113856,IVIS01TC,Impact of Visual Impairment Scale Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C113855,IVIS01TN,Impact of Visual Impairment Scale Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C204423,IGDCMPLX,Ingredient Complexity Response,Yes,RESULT_VALUE_SET,MEDIUM,Extensible result value set — open-ended response taxonomy
C170445,INTEGUCD,Integumentary System Test Code,Yes,MEASUREMENT_TEST_CODE,HIGH,
C170444,INTEGU,Integumentary System Test Name,Yes,MEASUREMENT_TEST_CODE,HIGH,
C103471,IIEF01TC,International Index of Erectile Function Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C103470,IIEF01TN,International Index of Erectile Function Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C141665,IPAQ04TC,International Physical Activity Questionnaire (August 2002) Short Last 7 Days Self-Administered Format Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C141664,IPAQ04TN,International Physical Activity Questionnaire (August 2002) Short Last 7 Days Self-Administered Format Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C141671,IPAQ01TC,International Physical Activity Questionnaire (August 2002) Short Last 7 Days Telephone Format Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C141670,IPAQ01TN,International Physical Activity Questionnaire (August 2002) Short Last 7 Days Telephone Format Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C141669,IPAQ02TC,International Physical Activity Questionnaire (November 2002) Long Last 7 Days Telephone Format Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C141668,IPAQ02TN,International Physical Activity Questionnaire (November 2002) Long Last 7 Days Telephone Format Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C141667,IPAQ03TC,International Physical Activity Questionnaire (October 2002) Long Last 7 Days Self-Administered Format Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C141666,IPAQ03TN,International Physical Activity Questionnaire (October 2002) Long Last 7 Days Self-Administered Format Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C182461,IPS0101T06OR,International Prostate Symptom Score Questionnaire ORRES for IPS0101 Through IPS0106 TN/TC,No,INSTRUMENT_ITEM_RESPONSE,HIGH,
C182462,IPS0107OR,International Prostate Symptom Score Questionnaire ORRES for IPS0107 TN/TC,No,INSTRUMENT_ITEM_RESPONSE,HIGH,
C182463,IPS0109OR,International Prostate Symptom Score Questionnaire ORRES for IPS0109 TN/TC,No,INSTRUMENT_ITEM_RESPONSE,HIGH,
C182499,IPS0101T06STR,International Prostate Symptom Score Questionnaire STRESC for IPS0101 Through IPS0106 TN/TC,No,INSTRUMENT_ITEM_RESPONSE,HIGH,
C182500,IPS0107STR,International Prostate Symptom Score Questionnaire STRESC for IPS0107 TN/TC,No,INSTRUMENT_ITEM_RESPONSE,HIGH,
C182501,IPS0109STR,International Prostate Symptom Score Questionnaire STRESC for IPS0109 TN/TC,No,INSTRUMENT_ITEM_RESPONSE,HIGH,
C183547,IPS01TC,International Prostate Symptom Score Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C183546,IPS01TN,International Prostate Symptom Score Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C209288,ISXDXRS,Intersex Diagnosis Indicator Response,No,RESULT_VALUE_SET,HIGH,
C99076,INTMODEL,Intervention Model Response,Yes,RESULT_VALUE_SET,MEDIUM,Extensible result value set — open-ended response taxonomy
C99078,INTTYPE,Intervention Type Response,No,RESULT_VALUE_SET,HIGH,
C130247,IDSC1TC,Inventory of Depressive Symptomatology Clinician-Rated Version Clinical Classification Test Code,No,INSTRUMENT_TC_TN,HIGH,
C130246,IDSC1TN,Inventory of Depressive Symptomatology Clinician-Rated Version Clinical Classification Test Name,No,INSTRUMENT_TC_TN,HIGH,
C130261,IDSR1TC,Inventory of Depressive Symptomatology Self-Report Version Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C130260,IDSR1TN,Inventory of Depressive Symptomatology Self-Report Version Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C124684,CRSR01TC,JFK Coma Recovery Scale-Revised Clinical Classification Test Code,No,INSTRUMENT_TC_TN,HIGH,
C124683,CRSR01TN,JFK Coma Recovery Scale-Revised Clinical Classification Test Name,No,INSTRUMENT_TC_TN,HIGH,
C182469,KPSS0101OR,Karnofsky Performance Status Scale Clinical Classification ORRES for KPSS0101 TN/TC,No,INSTRUMENT_ITEM_RESPONSE,HIGH,
C182507,KPSS0101STR,Karnofsky Performance Status Scale Clinical Classification STRESC for KPSS0101 TN/TC,No,INSTRUMENT_ITEM_RESPONSE,HIGH,
C100170,KPSS01TC,Karnofsky Performance Status Scale Clinical Classification Test Code,No,INSTRUMENT_TC_TN,HIGH,
C100169,KPSS01TN,Karnofsky Performance Status Scale Clinical Classification Test Name,No,INSTRUMENT_TC_TN,HIGH,
C193274,KDQ1TC,Kidney Disease and Quality of Life-36 Version 1 Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C193273,KDQ1TN,Kidney Disease and Quality of Life-36 Version 1 Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C170529,KDIGO1TC,Kidney Disease Improving Global Outcomes Staging For Acute Kidney Injury Clinical Classification Test Code,No,INSTRUMENT_TC_TN,HIGH,
C170528,KDIGO1TN,Kidney Disease Improving Global Outcomes Staging For Acute Kidney Injury Clinical Classification Test Name,No,INSTRUMENT_TC_TN,HIGH,
C130251,KDPI01TC,Kidney Donor Profile Index Clinical Classification Test Code,No,INSTRUMENT_TC_TN,HIGH,
C130250,KDPI01TN,Kidney Donor Profile Index Clinical Classification Test Name,No,INSTRUMENT_TC_TN,HIGH,
C101840,KILLIPC,Killip Class Responses,No,RESULT_VALUE_SET,HIGH,
C112439,EDSS01TC,Kurtzke Expanded Disability Status Scale Clinical Classification Test Code,No,INSTRUMENT_TC_TN,HIGH,
C112438,EDSS01TN,Kurtzke Expanded Disability Status Scale Clinical Classification Test Name,No,INSTRUMENT_TC_TN,HIGH,
C182475,KFSS101OR,Kurtzke Functional System Scores Clinical Classification ORRES for KFSS101 TN/TC,No,INSTRUMENT_ITEM_RESPONSE,HIGH,
C182476,KFSS102OR,Kurtzke Functional System Scores Clinical Classification ORRES for KFSS102 TN/TC,No,INSTRUMENT_ITEM_RESPONSE,HIGH,
C182478,KFSS103OR,Kurtzke Functional System Scores Clinical Classification ORRES for KFSS103 TN/TC,No,INSTRUMENT_ITEM_RESPONSE,HIGH,
C182479,KFSS104OR,Kurtzke Functional System Scores Clinical Classification ORRES for KFSS104 TN/TC,No,INSTRUMENT_ITEM_RESPONSE,HIGH,
C182480,KFSS105OR,Kurtzke Functional System Scores Clinical Classification ORRES for KFSS105 TN/TC,No,INSTRUMENT_ITEM_RESPONSE,HIGH,
C182481,KFSS106OR,Kurtzke Functional System Scores Clinical Classification ORRES for KFSS106 TN/TC,No,INSTRUMENT_ITEM_RESPONSE,HIGH,
C182482,KFSS107OR,Kurtzke Functional System Scores Clinical Classification ORRES for KFSS107 TN/TC,No,INSTRUMENT_ITEM_RESPONSE,HIGH,
C182483,KFSS108OR,Kurtzke Functional System Scores Clinical Classification ORRES for KFSS108 TN/TC,No,INSTRUMENT_ITEM_RESPONSE,HIGH,
